post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,address,lat,lon,title,descr,details
pre2013_124314,20040903,2004,sunnyvale,sunnyvale,santa clara,1045,1,1.0,,0,,,,$1045 / 1br - Large 1 Bed/1Bath apt's available w/ detached enclosed Garage!! ,,
5334660956,20151204,2015,mill valley,mill valley,marin,3500,2,,750.0,0,,,,,,
pre2013_6910,20081011,2008,hayward / castro valley,hayward,alameda,3680,5,4.5,,0,,,,"$3680 / 5br - Norcal Realty Inc, 5 bedroom 4.5 bathroom luxury home -",,
pre2013_15818,20120123,2012,redwood shores,redwood shores,san mateo,1992,1,1.0,726.0,0,,,,"$1992 / 1br - 726ft² - Gorgeous 1 Bedroom, 1 Bath in beautiful Redwood Shores!",,
pre2013_92550,20040811,2004,excelsior / outer mission,san francisco,san francisco,1400,2,,,0,,,,$1400 / 2br - Brand new[just built] 2 bd. in-law  Dog OK 426 Munich St,,
pre2013_162027,20060629,2006,santa clara,santa clara,santa clara,1195,1,,,0,,,,"$1195 / 1br - ***Great Loc-Pool/Spa, GE appliancs, AC, FP avail, FitCenter! *(Pics)*",,
pre2013_33576,20111113,2011,pacific heights,san francisco,san francisco,1550,1,,,0,,,,$1550 / 1br - One Bedroom Pacific Hights Apt,,
4988354249,20150421,2015,palo alto,palo alto,santa clara,3995,1,,830.0,0,,,,Downtown Palo Alto living at its finest!,,
pre2013_105842,20040714,2004,menlo park,menlo park,san mateo,1200,1,,,0,,,,$1200 / 1br - spacious 1 BR apt. in quiet tri-plex,,
pre2013_110885,20041115,2004,palo alto,palo alto,santa clara,780,,,,0,,,,$780  - **Incredible Move-In Special ends Today!!**,,
pre2013_111959,20041213,2004,menlo park,menlo park,san mateo,2100,3,,,0,,,,$2100 / 3br - Menlo Park: 316 Chester St.,,
6627381589,20180626,2018,richmond / point / annex,richmond,contra costa,2200,2,,800.0,0,,,,Utilities Included! Adorable North&amp;East 1940s Bungalow on Great Block,,
pre2013_5513,20090116,2009,richmond / point / annex,richmond,contra costa,1150,2,,,0,,,,$1150 / 2br - RICHMOND VIEW HILL  -,,
5570975228,20160505,2016,sausalito,sausalito,marin,3137,2,2.0,888.0,0,,,,5月 4 Wonderful Corner 2 Bed/2 Bath with Hillside View in Sausalito!   $3137 / 2br - 888ft2 -    (sausalito)   图片 地图,,
5439526077,20160208,2016,union city,union city,alameda,2650,2,1.0,936.0,0,,,,Şub 8 2 bed & 1 bath / Fully Remodeled Ready Move In   $2650 / 2br - 936ft2 -    (fremont / union city / newark)   resim har.,,
pre2013_94719,20040904,2004,pacific heights,san francisco,san francisco,2400,1,,,0,,,,$2400 / 1br - Spacious Pacific Heights Apartment - numerous features,,
pre2013_24419,20060813,2006,dublin / pleasanton,dublin,alameda,1950,3,2.5,,0,,,,$1950 / 3br - 3bed/2.5 bath*****PARK..POOL..SPA...TENNIS.....PETS****,,
pre2013_124806,20040908,2004,south bay,south bay,,2500,3,3.0,3200.0,0,,,,"$2500 / 3br - 3 bath, 3200 sq ft, 2 and 1/2 acres home/office/business ",,
pre2013_26236,20070922,2007,north beach / telegraph hill,san francisco,san francisco,2999,2,,,0,,,,$2999 / 2br - OPEN HOUSE - Fully Furnished / short lease / pool / views (photos),,
4804979129,20150106,2015,rohnert pk / cotati,rohnert park,sonoma,1300,,,,0,,,,DON'T MISS OUT!! Starting At $1300 in Rohnert Park,,
4266614539,20140103,2014,danville / san ramon,san ramon,contra costa,4200,4,,,0,1098,37.787427,-121.969714,"Resort Style Living, 4 Bedrooms + Pool",,
4683971656,20141005,2014,cupertino,cupertino,santa clara,3000,2,,,0,120,37.305968,-122.033606,Remodeled 2/2 GreatSiena Apartment Home Complex Best Cupertino Schools,"        Siena Apartment Homes is a place to call home. Our spacious and serene apartment homes are perfect for every lifestyle. Our one and two bedroom floor plans feature newly renovated interiors with cherry wood cabinetry, granite countertops, silver metallic appliances, generous storage, washer/dryer and air conditioning (in select homes). Just outside your door step, you'll find a beautiful trellised garden courtyard, picnic and barbecue areas. The Cupertino Square Shopping Center, Stevens Creek Park and Trail and Santa Cruz Beach are just minutes away. You will find that Siena Apartment Homes Cupertino is designed for easy living. Please call  show contact infofor an appointment today.http://siena.eprodesse.com    ","2BR / 2Ba apartment  date=""2015-08-30"" today_msg=""available now"">available aug 30<br/>w/d in unit carport</p>"
pre2013_84275,20061128,2006,redwood city,redwood city,san mateo,850,1,1.0,,0,,,,$850 / 1br - 1Br/1Ba Apt.-  Near downtown          (Spring),,
pre2013_122959,20040821,2004,berkeley,berkeley,alameda,995,0,,,0,,,,"$995  - Elegant, Sunny  Studio...and HUGE! Parking, too! ",,
pre2013_64025,20120331,2012,pacific heights,san francisco,san francisco,3250,2,1.0,800.0,0,,,,"$3250 / 2br - 800ft² - ""TreeHouse""Apt~WasherDryer~WoodFloors~PetOkay~Remodeled Kitchen & Bath",,
5605913891,20160528,2016,corralitos,corralitos,santa cruz,1050,0,,370.0,0,,,,May 26 Country living Studio close to Cabrillo College   $1050 / 1br - 370ft2 -    (aptos)   pic map    hide this posting restore this posting,,
pre2013_137695,20050218,2005,petaluma,petaluma,sonoma,975,2,,,0,,,,"$975 / 2br - Granny Unit utils paid, 2BR, 1BA, W/D, Patio, very nice and quiet. ",,
pre2013_28191,20080420,2008,concord / pleasant hill / martinez,concord,contra costa,1325,2,,,0,,,,$1325 / 2br - 1 Year New 2 Story Townhomes Off  Detroit A/C W/D & More -,,
pre2013_82370,20060705,2006,santa rosa,santa rosa,sonoma,600,,,,0,,,,$600  - Move in Special -  � off First Month�s Rent !!!,,
pre2013_81547,20071025,2007,tenderloin,san francisco,san francisco,1665,0,,,0,,,,$1665 See our Studios First - Geary Courtyard,,
pre2013_57573,20120309,2012,san mateo,san mateo,san mateo,1464,0,,,0,,,,$1464 Pick Your Luck When You Lease A Studio♣ ,,
pre2013_16435,20120124,2012,oakland lake merritt / downtown,oakland,alameda,1325,1,,,0,,,,$1325 / 1br - Mid to Late February Opening,,
pre2013_156857,20060222,2006,millbrae,millbrae,san mateo,1700,2,1.0,,0,,,,$1700 / 2br - 2 bed/1 bath Home in Millbrae,,
6447126628,20180104,2018,sunnyvale,sunnyvale,santa clara,2115,1,,680.0,0,,,,"Spacious Bedrooms with Lush Garden Views-PAY NO RENT JAN 15, 2018",,
5444047996,20160216,2016,san jose,san jose,santa clara,1995,2,,700.0,0,,,,Şub 15 Charming 2 Bed Apartment near Santana Row   $1995 / 2br - 700ft2 -    (san jose)   resim har.,,
pre2013_144990,20050615,2005,palo alto,palo alto,santa clara,2000,4,2.0,,0,,,,"$2000 / 4br - 2 ba house near IKEA and Baylands, 9000 sft lot ",,
4611875274,20140810,2014,parkside,san francisco,san francisco,1000,2,,,0,,,,Looking to share a two bedroom apt? ,,
5292043492,20151127,2015,sea cliff,san francisco,san francisco,4500,2,,1500.0,0,,,,,,
5606212060,20160527,2016,danville / san ramon,san ramon,contra costa,4950,4,,2849.0,0,,,,May 26 Beautiful & Furnished 4 BR in San Ramon   $4950 / 4br - 2849ft2 -    (danville / san ramon)   pic map    hide this posting restore this posting,,
pre2013_147492,20060714,2006,pacific heights,san francisco,san francisco,2050,1,,,0,,,,$2050 / 1br - Beautiful Luxury One Bedroom Apt Available!,,
5337589829,20151204,2015,noe valley,san francisco,san francisco,4695,2,,,0,,,,,,
pre2013_55993,20120229,2012,santa rosa,santa rosa,sonoma,950,1,,672.0,0,,,,$950 / 1br - 672ft² - SRJC Area Apt.,,
pre2013_146087,20060406,2006,inner richmond,san francisco,san francisco,3600,3,2.0,,0,,,,"$3600 / 3br - Inner Richmond, new 3+ bdrm, 2 bath, flat, pkng, patio",,
pre2013_90674,20040714,2004,haight ashbury,san francisco,san francisco,1600,2,,,0,,,,"$1600 / 2br - 1007 HAIGHT ST #2 & #4, SAN FRANCISCO---APARTMENTS FOR RENT",,
5290856845,20151029,2015,corralitos,corralitos,santa cruz,1895,2,,900.0,0,,,,La Selva Beach single story duplexes (walk to beach),,
pre2013_56399,20120304,2012,SOMA / south beach,san francisco,san francisco,3235,1,,,0,,,,$3235 / 1br - Corner One Bedroom w/ Bay Bridge Views,,
5434821270,20160208,2016,santa clara,santa clara,santa clara,2295,1,,862.0,0,,,,Şub 8 Beautiful Custom 1/1   $2295 / 1br - 862ft2 -    (santa clara)   resim har.,,
5785486568,20160917,2016,san jose west,san jose,santa clara,1645,1,,600.0,0,,,,1/1 APARTMENT NEAR 280/MOORPARK/LEIGH IN  SAN JOSE,,
pre2013_48387,20120106,2012,campbell,campbell,santa clara,1500,2,,840.0,0,,,,$1500 / 2br - 840ft² - Campbell/San Jose nice 2 bedroom apt,,
pre2013_145648,20060221,2006,lower pac hts,san francisco,san francisco,1050,0,,,0,,,,$1050  - Studio w/Lofted Bed and Hardwood Floors,,
5503896656,20160323,2016,hayward / castro valley,hayward,alameda,2520,2,,948.0,0,,,,Mar 22 Rent with us during March madness! $750 off total move in cost!   $2520 / 2br - 948ft2 -    (hayward / castro valley)   resim har.,,
pre2013_93431,20040821,2004,san francisco,san francisco,san francisco,1450,2,,,0,,,,$1450 / 2br - Affordable Sunny Quiet Dream Apt Loaded with Amenities,,
pre2013_88697,20040616,2004,parkside,san francisco,san francisco,1100,1,,,0,,,,$1100 / 1br - Large one bedroom w/ parking,,
pre2013_39005,20111128,2011,inner richmond,san francisco,san francisco,1100,1,,,0,,,,$1100 / 1br - quaint Furnished in-law studio,,
4663049125,20140914,2014,USF / anza vista,san francisco,san francisco,5600,3,2.0,1100.0,0,,,,Remodeled 3bd/2ba top floor condo in prime location plus 2 parking!,,
4845171476,20150113,2015,SOMA / south beach,san francisco,san francisco,4682,2,,955.0,0,,,,Brand New Penthouse Apartment at Mosso! $2K Off Move-in!,,
pre2013_53237,20120207,2012,palo alto,palo alto,santa clara,7650,4,,3000.0,0,,,,$7650 / 4br - 3000ft² - near downtown new construction,,
4246485470,20131220,2013,fairfield / vacaville,fairfield,solano,1999,3,1.0,,0,,38.346778,,    Dec 20 Lovely Home with a Pool.  Great Master Bedroom and Bathroom   $1999 / 3br -    (fairfield / vacaville)   pic map   ,,"<p class=""row"" data-latitude=""38.346778"" data-longitude=""-121.957089"" data-pid=""4246485470""> <a class=""i"" data-id=""0:00o0o_iSae7al0LRU"" href=""/web/20131220222949/http://sfbay.craigslist.org/eby/apa/4246485470.html""></a> ""star""> ""pl""> ""date"">Dec 20 <a href=""/web/20131220222949/http://sfbay.craigslist.org/eby/apa/4246485470.html"">Lovely Home with a Pool.  Great Master Bedroom and Bathroom</a>  ""l2""> ""price"">$1999 / 3br -  ""pnr""> <small> (fairfield / vacaville)</small> ""px""> ""p""> pic <a class=""maptag"" data-pid=""4246485470"" href=""#"">map</a>   </p>"
pre2013_90763,20040715,2004,north beach / telegraph hill,san francisco,san francisco,2800,2,2.0,,0,,,,"$2800 / 2br - 2 bath, bright, views, parking included",,
pre2013_51453,20120122,2012,larkspur,larkspur,marin,1925,1,,,0,,,,$1925 / 1br - Here is Your SERENITY!! COME AND GET IT!!,,
5955713566,20170112,2017,mission district,san francisco,san francisco,1670,1,1.0,,1,1063,37.7509,-122.4153,Huge Sunny Master Bedroom in heart of Mission Available in 3br/1ba,"One of our roommates is moving to Tahoe and we're looking for someone to fill his room. It's a massive master bedroom in a 3 bedroom/1 bath apartment on the top floor of a historic Victorian flat in San Francisco's vibrant Mission District. The room has a beautiful bay window, great sunlight, and two very large closets.The kitchen has a gas range and receives tons of natural light. The living room is also huge and has a 55-inch TV. Bart is less than a block away, and there are countless restaurants, bars, and Taquerias close by. You would be sharing the apartment with two other roommates, both in their mid-twenties, who attended the University of Pennsylvania and both work in tech. Z- He loves to climb, enjoys video games, likes to snowboard, and likes exploring new bars/restaurants.J- He loves to surf, climb, snowboard, and is a general outdoorsman. About you: You have a stable job and income (proof will be requested before lease signing), are between the ages of 22-30, are neat, spend most of your days not working from home, and are not the type to bring the party back to your living space. We're a pretty chill group, but like to have a good time, go out on the weekends, take camping trips, and explore the area. We are looking for someone to move in February 1, 2017. The lease will be month to month, but we would ideally like someone who is looking to stay for at least 6 months. Rent will be $1670, plus utilities. If you are interested, please reply back with a bit about yourself, current employment, why you'd be a good fit, link to FB, Twitter, Linkedin, Instagram etc. Since apartment hunting is a crazy process, the simple ""I'm interested, is this room still available?"" will be screened out.No couples or animals please. No smoking in the apartment. Good luck, and happy hunting!","<p class=""attrgroup""> data-date=""2017-01-11"" data-today_msg=""지금 가능"">가능 1월 11</p>"
4645281350,20140831,2014,hercules / pinole / san pablo / el sob,el sobrante,contra costa,2500,4,,2300.0,0,,,,Beautiful &amp; Spacious Single Family Home,,
5066046184,20150609,2015,santa cruz,santa cruz,santa cruz,3094,2,,1035.0,0,,,,Quiet Location on The Westside!,,
pre2013_147809,20060823,2006,ingleside,san francisco,san francisco,3025,3,,,0,,,,$3025 / 3br - (pics) One month free on three bed townhomes: click for details!,,
pre2013_29680,20110111,2011,napa county,napa county,napa,969,1,,,0,,,,$969 / 1br - PRICES ARE LOW.. ONE BEDROOMS AVAILABLE FOR $969!!,,
pre2013_151461,20060325,2006,hayward / castro valley,hayward,alameda,1050,2,,,0,,,,$1050 / 2br - OPEN HOUSE w/Move-In Bonus,,
pre2013_101426,20041126,2004,inner richmond,san francisco,san francisco,900,1,,,0,,,,$900 / 1br - Best Place I've Found—Room Open!,,
pre2013_1513,20061208,2006,novato,novato,marin,4500,5,,,0,,,,$4500 / 5br - Luxury Custom Home with Gorgeous Views,,
4442082799,20140427,2014,san jose north,san jose,santa clara,2710,2,,991.0,1,,,,Stellar 2 bed with Split Bedrooms....Perfect for Roommates!,,
pre2013_148648,20060227,2006,burlingame / hillsborough,burlingame,san mateo,1280,1,,,0,,,,$1280 / 1br - Large Ground Floor Unit,,
4775938079,20141209,2014,napa county,napa county,napa,1850,3,,,0,,,,"3 BD NAPA HOME WITH OFFICE, STORAGE RM, &amp; LG FENCED YARD",,
4571063782,20140716,2014,dublin / pleasanton,dublin,alameda,1699,2,,975.0,0,,,,2x1 ready july 18th,,
pre2013_115008,20040716,2004,outer sunset,san francisco,san francisco,1695,3,,,0,,,,"$1695 / 3br - White water views, farm fields, surrounded by Sunset State beach",,
pre2013_137150,20050213,2005,belmont / san carlos,belmont,san mateo,795,0,,,0,,,,$795  - Studio apartment near downtown ,,
pre2013_7400,20081010,2008,los gatos,los gatos,santa clara,1100,2,,,0,,,,$1100 / 2br - Cottage Los Gatos Mountains -,,
pre2013_48279,20120105,2012,santa rosa,santa rosa,sonoma,1005,1,1.0,625.0,0,,,,$1005 / 1br - 625ft² - ***1 BED 1 BATH**FALL SPECIALS AT MARIBELLE NOW** CALL US TODAY***,,
pre2013_46322,20111228,2011,san jose east,san jose,santa clara,2359,3,2.0,1232.0,0,,,,$2359 / 3br - 1232ft² - Open house for three bedroom two bath located in the evergreen area!!!,,
pre2013_9376,20110106,2011,union city,union city,alameda,1400,1,,,0,,,,$1400 / 1br - You Deserve the Comfort and Convenience of The Presidio,,
pre2013_54055,20120213,2012,pacific heights,san francisco,san francisco,1495,0,,,0,,,,$1495 Small and bright 1st floor Pacific Heights studio - must see!,,
pre2013_141577,20050408,2005,danville / san ramon,san ramon,contra costa,1350,2,,,0,,,,$1350 / 2br - Canyon Creek Condo Rentals - Beautiful San Ramon - Move In Today! ,,
5452872418,20160316,2016,santa rosa,santa rosa,sonoma,1675,2,,900.0,0,,,,Mar 15 Free Wi-fi Garden Apt Granite Hardwood Floors Walk 2 Safeway School 2   $1675 / 2br - 900ft2 -    (santa rosa)   resim har.,,
4945901710,20150324,2015,sausalito,sausalito,marin,5000,2,2.0,1400.0,0,,,,SF/Skyline View Sausalito Waterfront 2Bdrm/2Bath,,
4645364704,20140831,2014,oakland lake merritt / downtown,oakland,alameda,1500,2,1.0,,0,335,37.798216,-122.256475,**Remodeled 2/1 a block from Lake Merritt!** Video Tour! Furnished OK,"Beautifully remodeled 2 bedroom, 1 bath, inside and out - 1 block from Lake Merritt!Available Now. Great place! Near corner of 1st Ave & E 12th St. (See map)$1,500/mo. $3,000 deposit. $4,500 total Move-in. EMAIL after you've watched the video tour, and send me your qualifications after reading below, to: show contact info***Watch a video tour of the unit here: (Copy the link if no hyperlink)****http://youtu.be/Iv08X7ejDWg1 block from Lake Merritt.10min walk to Lake Merritt BART. Safe, well-lit, property. Only 3 units in interior.EVERYTHING remodeled, inside and out. Open layout. Lots of light. See the many pics and video tour.Stainless Steel appliances.Secure video intercom entry.Personal tankless hot water heater DOESN'T run out of hot water. Always hot on demand..MANY bus lines a block away: UC Berkeley, Downtown Oakland, Fruitvale, etc..No On-Site Parking.No Pets. (No matter how cute/small, etc.)$5K minimum combined gross monthly income.2.5X net income to total obligations.No evicitons or criminal background.Furnished or partially furnished is negotiable.Email  show contact info stating your qualifications, and that you have seen the video tour, along with your name and phone number - for an appointment. If you do not state that you have seen the video tour, and are clear that you meet all the qualifications, I will not waste your or my time.The unit is available now. Thank you!!And good luck! :)","2BR / 1Ba apartment  date=""2014-08-31"" today_msg=""available now"">available aug 31<br/>street parking<br/>no smoking</p>"
pre2013_3322,20061208,2006,excelsior / outer mission,san francisco,san francisco,1400,2,,,0,,,,$1400 / 2br - 2 bedroom with new appliances in Kitchen PICTURES,,
pre2013_10685,20110928,2011,san jose south,san jose,santa clara,1395,1,,,0,,,,$1395 / 1br -  One Bedroom  Private Patio Come Now,,
pre2013_66222,20120427,2012,concord / pleasant hill / martinez,concord,contra costa,1170,1,1.0,,0,,,,$1170 / 1br - Cute 1 BR/1BA Cottage in Pleasant Hill,,
5763414805,20160903,2016,mill valley,mill valley,marin,7000,4,,2850.0,0,,,,"favorite this post

 9월  2
Spacious 4+bedroom house for rent, walk to town


$7000

                4br -
                2850ft2 -
            

 (mill valley)







hide this posting



restore this posting",,
pre2013_59268,20120318,2012,san jose west,san jose,santa clara,1243,1,,860.0,0,,,,$1243 / 1br - 860ft² - Low Income 1/1 On 2nd Floor Available April 22nd!!!,,
pre2013_92407,20040809,2004,sea cliff,san francisco,san francisco,1900,2,,,0,,,,$1900 / 2br - Large 2 bedroom with formal diningroom & garage,,
pre2013_152,20060706,2006,richmond / point / annex,richmond,contra costa,900,2,,,0,,,,$900 / 2br - Spacious 2 BDRM Near Bart,,
pre2013_88143,20040609,2004,mission district,san francisco,san francisco,850,0,,,0,,,,"$850  - VALENCIA X 19th: BEAUTIFUL SUNNY 2 Room STUDIO, CLEAN, HWD",,
5279961518,20151022,2015,capitola / soquel,soquel,santa cruz,1800,1,,,0,,,,Live Oak Lovely 1 Bedroom apartment.,,
pre2013_122618,20040818,2004,concord / pleasant hill / martinez,concord,contra costa,1500,2,,,0,,,,$1500 / 2br - CHARMING DUPLEX STYLE HOME IN MARTINEZ! ,,
5783942365,20161001,2016,hercules / pinole / san pablo / el sob,el sobrante,contra costa,3395,4,,2100.0,0,,,,"Beautiful, Modern Pinole 4Bd/3Bth House Centrally Located",,
